Feature,rank,C_VISUAL_PATH,C_NAME,MOD,key_for_search,lab_low,lab_high,raw_text,ref_link
KUH|COMPONENT_ID:2034#% OF TOTAL HGB@Labs|Aggregate:Median,300,Laboratory Tests (LOINC Hierarchy)\Hematology (LP31756-7)\Hematology (LP30786-5)\Hemoglobin normal variant (LP31617-1)\Hemoglobin A (LP14554-7)\Hemoglobin A1 (LP16412-6)\Hemoglobin A1c (LP16413-4)\Hemoglobin A1c | Bld-Ser-Plas (LP100945-7)\Hgb A1c MFr Bld HPLC (17856-6)\HEMOGLOBIN A1C(#2034),HEMOGLOBIN A1C(#2034),@Labs|Aggregate:Median,hemoglobin a1c,5.7,6.4,"The more glucose that enters the bloodstream, the higher the amount of glycated hemoglobin,” Dr. Dodell says. An A1C level below 5.7 percent is considered normal. An A1C between 5.7 and 6.4 percent signals prediabetes. Type 2 diabetes is diagnosed when the A1C is over 6.5 percent.",https://www.everydayhealth.com/type-2-diabetes/.../ways-lower-your-a1c/
KUH|COMPONENT_ID:3174#MCG/DL@Labs|Aggregate:Last,302,Laboratory Tests (LOINC Hierarchy)\Chemistry (LP31388-9)\Iron (LP15677-5)\Iron binding capacity (LP15678-3)\Iron Binding Capacity.unsaturated | Bld-Ser-Plas (LP47250-3)\UIBC SerPl-mCnc (2501-5)\IRON BINDING(#3174),IRON BINDING(#3174),@Labs|Aggregate:Last,iron binding,240,450,"Normal values for the TIBC test can vary among laboratories. However, most laboratories define a normal range as 240 to 450 micrograms per deciliter (mcg/dL). A total iron binding capacity value above 450 mcg/dL usually means that there's a low level of iron in your blood.",https://www.healthline.com/health/total-iron-binding-capacity
KUH|COMPONENT_ID:2015#MMOL/L@Labs|Aggregate:Last,305,Laboratory Tests (LOINC Hierarchy)\Chemistry (LP31388-9)\Sugars/Sugar metabolism (LP31399-6)\Lactate (LP15686-6)\Lactate | Bld-Ser-Plas (LP43123-6)\Lactate SerPl-sCnc (2524-7)\LACTIC ACID(#2015),LACTIC ACID(#2015),@Labs|Aggregate:Last,lactic acid,0.5,1,The normal blood lactate concentration in unstressed patients is 0.5-1 mmol/L. Patients with critical illness can be considered to have normal lactate concentrations of less than 2 mmol/L. Hyperlactatemia is defined as a mild to moderate persistent increase in blood lactate concentration (2-4 mmol/L) without metabolic ...,https://emedicine.medscape.com/article/768159-overview
KUH|COMPONENT_ID:7050#@Labs|Aggregate:Last,311,Laboratory Tests (LOINC Hierarchy)\Urinalysis (LP32744-2)\Cells (LP14738-6)\Epithelial cells (LP14043-1)\Epithelial cells.squamous (LP70260-2)\Squamous # Ur Auto (51486-9)\SQUAMOUS EPI CELLS(#7050),SQUAMOUS EPI CELLS(#7050),@Labs|Aggregate:Last,squamous epithelial cells,2,5,"Microscopic examination/urine sediment. WBCs, RBCs, epithelial cells, and, rarely, tumor cells are the cellular elements found in the urinary sediment. The number of WBCs considered normal is typically 2-5 WBCs/hpf or less. A high number of WBCs indicates infection, inflammation, or contamination.",https://emedicine.medscape.com/article/2074001-overview
KUH|COMPONENT_ID:2326#NG/ML@Labs|Aggregate:Last,312,Laboratory Tests (LOINC Hierarchy)\Chemistry (LP31388-9)\Cardiovascular (excluding enzymes) (LP31409-3)\Troponin I.cardiac | Bld-Ser-Plas (LP41095-8)\Troponin I SerPl-mCnc (10839-9)\TROPONIN I(#2326),TROPONIN I(#2326),@Labs|Aggregate:Last,troponin i,0,0.4,"The level of troponin that indicates a heart attack is the level above the reference range. For example if the normal reference range is listed as 0.00 – 0.40. Then 0.41 is technically positive although very weakly so, and 10 is very positive.",https://myheart.net/articles/troponin-levels-the-heart-attack-blood-test/
KUH|COMPONENT_ID:3184#MM/HR@Labs|Aggregate:Median,317,Laboratory Tests (LOINC Hierarchy)\Hematology (LP31756-7)\Hematology (LP30786-5)\Erythrocyte sedimentation rate (LP16409-2)\Erythrocyte Sedimentation Rate | Bld-Ser-Plas (LP45671-2)\ESR Bld Qn (30341-2)\ESR(#3184),ESR(#3184),@Labs|Aggregate:Median,esr,0,22,Results from your sed rate test will be reported in the distance in millimeters (mm) that red blood cells have descended in one hour (hr). The normal range is 0-22 mm/hr for men and 0-29 mm/hr for women. The upper threshold for a normal sed rate value may vary somewhat from one medical practice to another.,https://www.mayoclinic.org/tests-procedures/sed-rate/.../pac-20384797
KUH|COMPONENT_ID:1180000104#BPM@Labs|Aggregate:Last,320,Cardiology Lab Results\Echo (KUH)\TREADMILL EXERCISE ECHOCARDIOGRAM W/2-D ECHO\STRESS POST 1 MIN RECOVERY HR (#1180000104),STRESS POST 1 MIN RECOVERY HR (#1180000104),@Labs|Aggregate:Last,stress post 1 min recovery hr,50,100,"Oct 3, 2018 ... Learn the definition of recovery heart rate and find out if yours is normal or if you 
need to ... Recovery heart rate is simply your pulse rate after exercise. Some 
fitness specialists refer to it as post-exercise heart rate. ... recommend that you 
bring the recovery pulse rate under 100 beats per minute before you ...||Your heart rate during exercise, as well as at rest, can tell you a lot about how ... 
Though a normal range is 50 to 100, most people's hearts beat 60 to 80 times a minute. ... This “recovery heart rate” is measured as part of an exercise stress test.||Jan 20, 2013 ... The less efficient your heart is, the more it has to beat per minute to get your 
blood where it needs to go. Regular cardiovascular exercise strengthens the 
heart muscle. ... Check your fitness level by measuring your heart rate recovery 
time! ... 1. Your heart rate immediately after stopping. 2. Your heart rate 2 ...||Sep 19, 2000 ... The other you probably aren't familiar with: heart rate recovery. ... of how much 
the heart rate falls during the first minute after peak exercise. ... ""If a patient has a normal heart rate recovery and normal exercise stress test, I tell ... a major life-
threatening problem of less than one half of 1% per year,"" he says.||Recovery heart rate is used by top level athlets which are looking to improve their 
... Then, you should check your heart rate 2 minutes after the first measurement 
and ... it may take up to 30-60 minutes until it falls down close to its normal values
, ... to handle the stress and treat its consequences, if we are unable to avoid it.||Posted on May 10, 2012 by Christopher Means. Heart rate recovery is a great 
way to assess your fitness level; the quicker your heart rate recovers, the ... it's 
roots in the Bruce Protocol, which basically takes a short but stressful treadmill 
test and was able to see a ... thats good heart rate recovery tbh .. surely above average!||Clinical study: stress testing ... Heart rate at 1 or 2 min of recovery has been 
validated as a prognostic ... the prognostic value of an exercise treadmill test 
feature—heart rate (HR) recovery or the rate of .... Average resting HR was 76 ± 
14 beats/min, with a corresponding mean .... HRR = heart rate drop at 2 min post 
exercise.||BACKGROUND: Slow heart rate recovery (HRR) after exercise is considered to 
represent ... in heart rate from peak exercise to one minute after the exercise 
ceased. Eighteen beats per minute was defined as the lowest normal value for 
HRR.||Patients included in the study underwent a second exercise stress test within 18 
weeks. ... Paired HRR values were graphed for visual assessment using different 
... Figures 1 <U+25B7> and 2 <U+25B7> show that the recovery rates after the first and second 
tests are ... Difference in 1-minute heart rate recovery (HRR) vs average heart rate ...||in heart rate at peak exercise and that measured one minute later. It should be 
noted that all sub ... abnormal heart rate recovery with a normal nuclear scan ... 
bitus position. This would ... for predicting death in patients undergoing stress 
echo-.",https://www.verywellfit.com/what-is-recovery-heart-rate-3495557
KUH|COMPONENT_ID:1180011002#M/S@Labs|Aggregate:Last,321,Cardiology Lab Results\Echo (KUH)\TREADMILL EXERCISE ECHOCARDIOGRAM W/2-D + DOPPLER ECHO\MV PEAK E VEL (#1180011002),MV PEAK E VEL (#1180011002),@Labs|Aggregate:Last,mv peak e vel,2.5,3.2,"Reference limits and values and partition values of left ventricular function[1] ... 
Therefore, the e´ velocity is higher in a normal 20-year-old than in a normal ... LV 
diastolic diameter/height, cm/m, 2.5–3.2, 3.3–3.4, 3.5–3.6, =3.7, 2.4–3.3, 3.4– .... 
LA, left atrium; LV, left ventricle; MV, mitral valve; MR, mitral regurgitation; R Vol, ...||Reference limits and values and partition values of left ventricular ... Therefore, 
the e´ velocity is higher in a normal 20-year-old than in a normal 16-year-old, ... 
LV mass/height2, g/m2, 18–44, 45–51, 52–58, =59, 20–48, 49–55, 56–63, =64 
.... LA, left atrium; LV, left ventricle; MV, mitral valve; MR, mitral regurgitation; R 
Vol, ...||This page contains a calculator to calculate the normal values for common 
echocardiographic ... Mitral Valve Mean Gradient, Aortic Valve Peak Gradient. Normal ...||Oct 28, 2013 ... Reference ranges (5th and 95th percentile values) for tricuspid E velocity, .... a
Abbreviation: MV E/Ea ; the ratio of mitral early diastolic inflow velocity ... annular velocity, Sa peak; tricuspid annular systolic velocity; r Q –E; time ...||MV 'E' wave peak velocity. N. = 1.0–2.2. E vel N. = 70–120 cm/s. MV 'A' wave peak velocity. A vel N. = 42–70 cm/s. MV DT - E. MV deceleration time 'E' wave.||Under normal conditions: Isovolumetric relaxation time (IVRT) - cut off value: = 
70 ... Normal pattern of diastolic filling: the E-wave is taller than the A-wave .... To 
derive the E/e´ ratio one must divide the maximum velocity of the E-wave of mitral
 ...||The E/A ratio is a marker of the function of the left ventricle of the heart. It 
represents the ratio of peak velocity blood flow from gravity in early diastole ... 
The normal transmitral flow profile has two peaks - an E and an A wave. The E peak ... The cursor should be placed at the level of the open leaflets in diastole. 
Presence of ...||Right apical short axis with cursor at level of chordae attachment to papillary 
muscles b. ... Normal Dog – 130 – 170 msec Normal Cat – 105-140 msec ... LV 
Inflow – PW sample gate between tips of MV at full excursion i. E ... Using CW 
Doppler calculate peak MR velocity and TVI e. Calculate effective regurgitant 
orifice area.||Mitral E velocity was 100 cm/s, and A velocity was 38 cm/s. This athlete had ... 
filling pressures.18 The peak velocity of the tricuspid regur- gitation (TR) jet by .... 
Table 1 Normal values for Doppler-derived diastolic measurements. 
Measurement.||Apr 19, 2016 ... To define normal values of the cardiac time intervals obtained by tissue Doppler 
imaging. (TDI) M-mode through the mitral valve (MV). ... imaging (TDI) which 
provides regional myocardial velocity curves and, thereby, regional car- .... DT = 
deceleration time of early diastolic inflow; e' = average peak early ...",https://www.echopedia.org/wiki/Normal_Values
KUH|COMPONENT_ID:1180030507#%@Labs|Aggregate:Last,323,Cardiology Lab Results\Echo (KUH)\TREADMILL EXERCISE ECHOCARDIOGRAM W/2-D ECHO\ECHO EF (#1180030507),ECHO EF (#1180030507),@Labs|Aggregate:Last,echo ef,55,70,"A normal left ventricular ejection fraction (LVEF) ranges from 55% to 70%. An LVEF of 65%, for example means that 65% of total amount of blood in the left ventricle is pumped out with each heartbeat.",https://my.clevelandclinic.org/health/diseases/17069.../ejection-fraction
KUH|COMPONENT_ID:1180000100#BPM@Labs|Aggregate:Last,325,Cardiology Lab Results\Echo (KUH)\TREADMILL EXERCISE ECHOCARDIOGRAM W/2-D ECHO\PEAK HR (#1180000100),PEAK HR (#1180000100),@Labs|Aggregate:Last,peak hr,60,100,"A normal resting heart rate for adults ranges from 60 to 100 beats per minute. Generally, a lower heart rate at rest implies more efficient heart function and better cardiovascular fitness.",https://www.mayoclinic.org/healthy-lifestyle/.../heart-rate/faq-20057979
KUH|COMPONENT_ID:1180010031#M/S@Labs|Aggregate:Median,326,Cardiology Lab Results\Echo (KUH)\TRANSESOPHAGEAL ECHOCARDIOGRAM\TDI E' (#1180010031),TDI E' (#1180010031),@Labs|Aggregate:Median,tdi e',1.43,2.33,"diastolic velocity (Ea), and the ratio of Ea to transmitral E-wave (E/Ea). ... The reference ranges presented for the TDI parameters of Sa velocity, Ea velocity, 
and ...||orating institutions of the Normal Reference Ranges for Echocardiography (
NORRE) .... e. '. , anda. ' peak velocities. PW. TDI was also obtained at the 
lateral ...||Nov 12, 2009 ... Average E/Ea ratio increased significantly with advancing age ( P < 0.001). 
Conclusion. The reference ranges presented for the TDI parameters ...||used. Normal pulsed TDI values are given in Table 1. Normal ageing can alter TDI derived myocardial veloci- ties. There is a decrease in s' and e' velocities with
 ...||Under normal conditions: Isovolumetric relaxation time (IVRT) - cut off value: = 
70 ... Normal pattern of diastolic filling: the E-wave is taller than the A-wave .... To 
measure the velocity of mitral annular motion use tissue Doppler (TDI) and place
 ...||Oct 28, 2013 ... Reference ranges (5th and 95th percentile values) for tricuspid E ... 
echocardiography and conventional Doppler and TDI in accordance with ...||Mar 2, 2007 ... This study gives normal ranges for TDI indices in pregnancy. ... The E:E' ratio 
was derived for the septal and lateral margins of the mitral ...||Nov 1, 2011 ... Normative Values for Tissue Doppler Imaging (TDI) Velocities in Preterm ... 
infants but little is known about normal values at various gestations.||Apr 19, 2016 ... strainrate e)(p<0.05 for all), whereas MPIConv was significantly associated with 
... Normal Values of Cardiac Time Intervals by TDI M-Mode.||Normal Values diastolic parameters. Measurement ... E/A ratio, 1.88 ± 0.45 (
0.98-2.78), 1.53 ± 0.40 (0.73-2.33), 1.28 ± 0.25 (0.78-1.78), 0.96 ± 0.18 (0.6-1.32)
.",https://academic.oup.com/ehjcimaging/article-pdf/11/1/51/.../jep164.pdf
KUH|COMPONENT_ID:3025#K/UL@Labs|Aggregate:Last,328,Laboratory Tests (LOINC Hierarchy)\Hematology (LP31756-7)\Hematology (LP30786-5)\Cell Fractions/Differential (LP19481-8)\Myeloid cells (LP15094-3)\Leukocytes (LP14419-3)\Granulocytes (LP18643-4)\Basophils (LP14328-6)\Basophils | Bld-Ser-Plas (LP48336-9)\Basophils # Bld Auto (704-7)\ABSOLUTE BASO COUNT(#3025),ABSOLUTE BASO COUNT(#3025),@Labs|Aggregate:Last,absolute baso count,0,300,"Feb 13, 2017 ... What's the normal range for basophils? Basophils account for less than three percent of your white blood cells. You should have 0 to 300 basophils per microliter of blood. Keep in mind that blood test normal ranges can vary from lab to lab.||Measures the total number of white blood cells, which defend the body against 
infection; there are several different types of white blood cells: lymphocytes, 
monocytes, neutrophils, eosinophils, and basophils ... Granulocytes, absolute (
GR, abs) or ... Measures the number or percentage of neutrophils, which are normally.||Jan 14, 2015 ... Reference ranges for differential white blood cell count in normal adults is as follows: Neutrophils - 2.0–7.0×109/l (40–80%) Lymphocytes - 1.0–3.0×109/l (20–40%) Monocytes - 0.2–1.0×109/l (2–10%)||Absolute Basophil Count - View Normal Values, Test Results, Procedure to 
conduct & Prices for Absolute Basophil Count | Practo.||NEUTROPHIL ABSOLUTE (K/MCL). AGE, MALE AND FEMALE NORMAL RANGE. > 21 years, 1.8 - 7.7. 10 - 20 years, 1.8 - 8.0. 1 - 9 years, 1.5 - 8.5.||Basophil levels are influenced by your genes. If you've gotten your genes 
sequenced, SelfDecode ...||Jul 28, 2015 ... The normal range of the percentage of neutrophils is between 45% and 70%. ... 
The absolute basophil count is calculated by multiplying the ...||An increase in the number of basophils (basophilia) can occur in people with 
hypothyroidism. In the myeloproliferative disorders (for example, polycythemia 
vera ...||Basophils circulate in the blood and normally live for a few days before they ... Basophils make up about 0.5 percent of the total number of white blood cells.||Absolute Basophil Count Test - View Normal Values, Test Results, Procedure to 
conduct & Best Prices for Absolute Basophil Count Test | Lybrate.",https://www.healthline.com/health/basophils
KUH|COMPONENT_ID:7062#MMOL/L@Labs|Aggregate:Median,329,"Laboratory Tests (LOINC Hierarchy)\Chemistry (LP31388-9)\Electrolytes - single valence (LP19403-2)\Sodium (LP15099-2)\Sodium | Urine (LP41394-5)\Sodium Ur-sCnc (2955-3)\UR SODIUM, RAN(#7062)","UR SODIUM, RAN(#7062)",@Labs|Aggregate:Median,"ur sodium, ran",40,220,"The normal value may differ slightly depending on your lab. For a one-time urine sample, the normal urine sodium value is around 20 mEq/L. For the 24-hour urine test, the norm ranges from 40 to 220 mEq/L per day.",https://www.webmd.com/a-to-z-guides/what-is-a-urine-sodium-test
KUH|COMPONENT_ID:1180000636#CM@Labs|Aggregate:Last,330,Cardiology Lab Results\Echo (KUH)\TREADMILL EXERCISE ECHOCARDIOGRAM W/2-D + DOPPLER ECHO\LEFT ATRIUM SIZE (#1180000636),LEFT ATRIUM SIZE (#1180000636),@Labs|Aggregate:Last,left atrium size,4.1,4.6,"Left atrial enlargement was further classified as mild (left atrial diameter 4.1–4.6 cm in men or 3.9–4.2 cm in women), moderate (4.7–5.1 cm in men or 4.3–4.6 cm in women) or severe (= 5.2 cm in men or = 4.7 cm in women) in accordance with the recommendations of the American Society of Echocardiography.",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3134756/
KUH|COMPONENT_ID:2325#NG/ML@Labs|Aggregate:Last,333,"Laboratory Tests (LOINC Hierarchy)\Chemistry (LP31388-9)\Neural, Muscular (LP31403-6)\Myoglobin (LP14686-7)\Myoglobin | Bld-Ser-Plas (LP48332-8)\Myoglobin Bld-mCnc (53833-0)\MYOGLOBIN, BLOOD(#2325)","MYOGLOBIN, BLOOD(#2325)",@Labs|Aggregate:Last,"myoglobin, blood",25,72,The normal range is 25 to 72 ng/mL (1.28 to 3.67 nmol/L). Note: Normal value ranges may vary slightly among different laboratories. Some labs use different measurements or may test different samples. Talk to your provider about the meaning of your specific test results.,https://medlineplus.gov/ency/article/003663.htm
KUH|COMPONENT_ID:2411#NG/ML@Labs|Aggregate:Median,343,Laboratory Tests (LOINC Hierarchy)\Chemistry (LP31388-9)\Tumor markers (LP31412-7)\Prostate specific (LP14689-1)\Prostate specific Ag (LP18193-0)\Prostate Specific Ag | Bld-Ser-Plas (LP46133-2)\PSA SerPl-mCnc (2857-1)\PROSTATIC SPEC AG(#2411),PROSTATIC SPEC AG(#2411),@Labs|Aggregate:Median,prostatic spec ag,4,10,The proportion of men with cancer confined to the prostate is about 80% when the PSA level at diagnosis is less than 4.0 ng/mL; about 70% when the PSA level is between 4.0 and 10.0 ng/mL; and about 50% when the PSA level is greater than 10.0 ng/mL.,https://www.medicinenet.com/prostate_specific_antigen/article.htm
KUH|COMPONENT_ID:1180000619#CM@Labs|Aggregate:Median,347,Cardiology Lab Results\Echo (KUH)\TRANSESOPHAGEAL ECHOCARDIOGRAM\LEFT INTERNAL DIMENSION IN SYSTOLE (#1180000619),LEFT INTERNAL DIMENSION IN SYSTOLE (#1180000619),@Labs|Aggregate:Median,left internal dimension in systole,0.5,1,"Each echocardiogram includes an evaluation of the LV dimensions, wall ... The 
LV dimensions must be measured when the end-diastolic and end-systolic 
valves (MV ... Reference range, Mildly abnormal, Moderately abnormal, Severely 
abnormal ... Echocardiographic derived measures are reported as internal diameter.||1 Diastolic diameter; 2 Systolic diameter; 3 M-mode measurements; 4 Normal 
and abnormal values; 5 Pitfalls of LV diameter measurement; 6 Left ventricle ...||3 Normal values; 4 References. LA function. The left atrium has three major roles: 
... LA size is measured at the end-systole, when the LA chamber is at its greatest 
... You will trace the inner border of the LA, excluding the area under the mitral ...||(B) Proximal left ventricle outflow tract. (LVOT) diameter was measured in mid-systole, using the trailing-edge-to-leading-edge method, 0.5 – 1 cm below the ...||Normal values for echocardiographic measurements are widely based on ... LV internal dimensions at end diastole (LVEDD) and end systole (LVESD), left atrial
 ...||To establish normal reference ranges for the left ventricular dimensions in .... left 
ventricle end-diastolic diameter (LVEDd) and left ventricular end-systolic ...||Dec 15, 2014 ... 86 patients (27%) measuring in the normal range. LVIDDi agreement was ..... 
ejection fraction; LVIDD, left ventricular internal diameter in diastole. Gibson PH 
... remains the cornerstone measurement of LV systolic function.19 ...||and systole (Ds) and to assess ventricular performance by computing the ... left 
ventricular size and performance in normal sub- .... We compared the subject's 
resting values and those ..... to measure the left ventricular internal dimensions,.||Studies evaluating potential differences in normal cardiac dimensions and body 
... values were derived for end-diastolic and end-systolic left ventricular internal ...",https://www.echopedia.org/wiki/Left_Ventricular_Dimensions
KUH|COMPONENT_ID:1180000101#MMHG@Labs|Aggregate:Last,350,Cardiology Lab Results\Echo (KUH)\TREADMILL EXERCISE ECHOCARDIOGRAM W/2-D + DOPPLER ECHO\PEAK BP (#1180000101),PEAK BP (#1180000101),@Labs|Aggregate:Last,peak blood pressure,20,29,"In men, the 90th percentile of systolic blood pressure increased from 210 mm Hg for the age decade 20 to 29 years to 234 mm Hg for ages 70 to 79 years; the corresponding increase among women was from 180 mm Hg to 220 mm Hg. Delta diastolic blood pressure also increased with advancing age.",https://www.ncbi.nlm.nih.gov/pubmed/8628023
KUH|COMPONENT_ID:2026#MG/DL@Labs|Aggregate:Last,353,Laboratory Tests (LOINC Hierarchy)\Chemistry (LP31388-9)\Liver function (excluding enzymes) (LP31397-0)\Bilirubin (LP15448-1)\Bilirubin.glucuronidated+Bilirubin.albumin bound (LP15445-7)\Bilirubin.glucuronidated+Bilirubin.albumin bound | Bld-Ser-Plas (LP69421-3)\Bilirub Direct SerPl-mCnc (1968-7)\DIRECT BILIRUBIN(#2026),DIRECT BILIRUBIN(#2026),@Labs|Aggregate:Last,direct bilirubin,0.1,1.2,It is normal to have some bilirubin in the blood. A normal level is: Direct (also called conjugated) bilirubin: less than 0.3 mg/dL (less than 5.1 µmol/L) Total bilirubin: 0.1 to 1.2 mg/dL (1.71 to 20.5 µmol/L),https://medlineplus.gov/ency/article/003479.htm
KUH|COMPONENT_ID:3001#GM/DL@Labs|Aggregate:Last,355,Laboratory Tests (LOINC Hierarchy)\Hematology (LP31756-7)\Hematology (LP30786-5)\Hemoglobin (LP14449-0)\Hemoglobin | Blood arterial (LP43637-5)\Hgb BldA-mCnc (30313-1)\HEMOGLOBIN BLOOD GAS(#3001),HEMOGLOBIN BLOOD GAS(#3001),@Labs|Aggregate:Last,hemoglobin blood gas,7.38,7.42,"In general, normal values include: arterial blood pH: 7.38 to 7.42. bicarbonate: 22 to 28 milliequivalents per liter. partial pressure of oxygen: 75 to 100 mm Hg.",https://www.healthline.com/health/blood-gases
KUH|COMPONENT_ID:145#G/DL (CALC)@Labs|Aggregate:Last,360,Laboratory Tests (KUH Hierarchy)\CHEMISTRY (KUH)\198-GENERAL CHEMISTRY\GLOBULIN (#145),GLOBULIN (#145),@Labs|Aggregate:Last,globulin,2,3.5,"Normal value ranges are: Serum globulin: 2.0 to 3.5 grams per deciliter (g/dL) or 20 to 35 grams per liter (g/L) IgM component: 75 to 300 milligrams per deciliter (mg/dL) or 750 to 3,000 milligrams per liter (mg/L) IgG component: 650 to 1,850 mg/dL or 6.5 to 18.50 g/L.",https://medlineplus.gov/ency/article/003544.htm
KUH|COMPONENT_ID:3173#%@Labs|Aggregate:Last,367,Laboratory Tests (KUH Hierarchy)\HEMATOLOGY (KUH)\196-IRON STUDIES\% SATURATION (#3173),% SATURATION (#3173),@Labs|Aggregate:Last,saturation,75,100,Normal arterial oxygen is approximately 75 to 100 millimeters of mercury (mm Hg). Values under 60 mm Hg usually indicate the need for supplemental oxygen. Normal pulse oximeter readings usually range from 95 to 100 percent. Values under 90 percent are considered low.,https://www.mayoclinic.org/symptoms/hypoxemia/basics/.../sym-20050930
KUH|COMPONENT_ID:3022#CELLS/UL@Labs|Aggregate:Median,369,Laboratory Tests (LOINC Hierarchy)\Hematology (LP31756-7)\Hematology (LP30786-5)\Cell Fractions/Differential (LP19481-8)\Myeloid cells (LP15094-3)\Leukocytes (LP14419-3)\Granulocytes (LP18643-4)\Eosinophils (LP14539-8)\Eosinophils | Bld-Ser-Plas (LP48337-7)\Eosinophil # Bld Auto (711-2)\ABSOLUTE EOS COUNT(#3022),ABSOLUTE EOS COUNT(#3022),@Labs|Aggregate:Median,eosinophil,0,6,Eosinophils blood (%): 0.0-6.0 (This range may vary slightly in different laboratories.) Eosinophil blood count (absolute): 30-350. The percentage of eosinophils is multiplied by the white blood cell count to give the absolute eosinophil count. This range may vary slightly in different laboratories.,https://emedicine.medscape.com/article/2090595-overview
KUH|COMPONENT_ID:1180040625#ML@Labs|Aggregate:Last,370,Cardiology Lab Results\Nuclear Cardiology (KUH)\ADENOSINE THALLIUM MPI STRESS TEST\LV END DIASTOLIC VOLUME (#1180040625),LV END DIASTOLIC VOLUME (#1180040625),@Labs|Aggregate:Last,lv end diastolic volume,62,120,RESULTS: The normal ranges for LV end-diastolic volume measurements after adjustment to body surface area (BSA) were 62-120 ml for males and 58-103 ml for females.,https://www.ncbi.nlm.nih.gov/pubmed/16477435
KUH|COMPONENT_ID:3012#CELLS/UL@Labs|Aggregate:Median,376,Laboratory Tests (LOINC Hierarchy)\Hematology (LP31756-7)\Hematology (LP30786-5)\Cell Fractions/Differential (LP19481-8)\Myeloid cells (LP15094-3)\Leukocytes (LP14419-3)\Granulocytes (LP18643-4)\Neutrophils (LP14267-6)\Neutrophils | Bld-Ser-Plas (LP47720-5)\Neutrophils # Bld Auto (751-8)\ABSOLUTE NEUTROPHIL(#3012),ABSOLUTE NEUTROPHIL(#3012),@Labs|Aggregate:Median,absolute neutrophil,1.5,8,"It is derived by multiplying the WBC count times the percent of neutrophils in the differential WBC count. The percent of neutrophils consists of the segmented (fully mature) neutrophils) + the bands (almost mature neutrophils). The normal range for the ANC = 1.5 to 8.0 (1,500 to 8,000/mm3).",https://www.medicinenet.com/script/main/art.asp?articlekey=20030
KUH|COMPONENT_ID:2327#NG/ML@Labs|Aggregate:Last,377,"Laboratory Tests (LOINC Hierarchy)\Chemistry (LP31388-9)\Cardiovascular (excluding enzymes) (LP31409-3)\Troponin I.cardiac | Bld-Ser-Plas (LP41095-8)\Troponin I SerPl-mCnc (10839-9)\TROPONIN I, POC(#2327)","TROPONIN I, POC(#2327)",@Labs|Aggregate:Last,"troponin i, poc",0,0.4,"The level of troponin that indicates a heart attack is the level above the reference range. For example if the normal reference range is listed as 0.00 – 0.40. Then 0.41 is technically positive although very weakly so, and 10 is very positive.",https://myheart.net/articles/troponin-levels-the-heart-attack-blood-test/
KUH|COMPONENT_ID:3041#MILLION/UL@Labs|Aggregate:Median,379,Laboratory Tests (LOINC Hierarchy)\Hematology (LP31756-7)\Hematology (LP30786-5)\Cell Fractions/Differential (LP19481-8)\Myeloid cells (LP15094-3)\Erythroid cells (LP35614-4)\Erythrocytes (LP14304-7)\Erythrocytes | Bld-Ser-Plas (LP41522-1)\RBC # Bld Auto (789-8)\RBC COUNT(#3041),RBC COUNT(#3041),@Labs|Aggregate:Median,rbc count,4.2,5.4,"The ""normal"" RBC reference range for women is 4.2 to 5.4 million/mcL; for men, 4.7 to 6.1 million/mcL; for children, 4.1 to 5.5 million/mcL.",https://www.verywellhealth.com/red-blood-cell-rbc-count-1942659
KUH|COMPONENT_ID:7017#/HPF@Labs|Aggregate:Last,391,"Laboratory Tests (LOINC Hierarchy)\Urinalysis (LP32744-2)\Cells (LP14738-6)\Erythrocytes (LP14304-7)\RBC # Ur Auto (798-9)\RBC, UA(#7017)","RBC, UA(#7017)",@Labs|Aggregate:Last,"rbc, ua",0,4,A normal result is 4 RBC/HPF (red blood cells per high power field) or less. The examples above are common measurements for results of these tests. Normal value ranges may vary slightly among different laboratories.,https://www.ucsfbenioffchildrens.org/tests/003582.html
KUH|COMPONENT_ID:1180000626#CM@Labs|Aggregate:Median,398,Cardiology Lab Results\Echo (KUH)\TREADMILL EXERCISE ECHOCARDIOGRAM W/2-D + DOPPLER ECHO\SINUS (#1180000626),SINUS (#1180000626),@Labs|Aggregate:Median,sinus,60,100,"Sinus rhythm means a normal heart beat, both with respect to the heart rate and rhythm. Heart rate will fall between 60 and 100 beats per minute.",https://www.practicalclinicalskills.com/sinus-rhythm
KUH|COMPONENT_ID:2473#NG/ML@Labs|Aggregate:Median,400,Laboratory Tests (LOINC Hierarchy)\Chemistry (LP31388-9)\Enzymes (see also Inborn errors metabolism lysosomal) (LP31392-1)\Creatine kinase (LP15510-8)\Creatine kinase isoenzymes (LP32868-9)\Creatine kinase.MB (LP15513-2)\Creatine Kinase.MB | Bld-Ser-Plas (LP41716-9)\CK MB SerPl-mCnc (13969-1)\CKMB(#2473),CKMB(#2473),@Labs|Aggregate:Median,ckmb,3,5,"A significant concentration of CK–MB isoenzyme is found almost exclusively in the myocardium, and the appearance of elevated CK–MB levels in serum is highly specific and sensitive for myocardial cell wall injury. Normal reference values for serum CK–MB range from 3 to 5% (percentage of total CK) or 5 to 25 IU/L.",https://www.ncbi.nlm.nih.gov/books/NBK352/
